[12:00:03 AM]  Mua 99 vé vòng quay -1485 ruby
[05:47:22 PM]  Mua Đá ác quỷ -40 ruby
[05:47:22 PM]  Mua Đá ác quỷ -40 ruby
[05:47:22 PM]  Mua Đá ác quỷ -40 ruby
[05:47:22 PM]  Mua Đá ác quỷ -40 ruby
[05:47:22 PM]  Mua Đá ác quỷ -40 ruby
[05:47:23 PM]  Mua Đá ác quỷ -40 ruby
[05:47:23 PM]  Mua Đá ác quỷ -40 ruby
[05:47:23 PM]  Mua Đá ác quỷ -40 ruby
[05:47:23 PM]  Mua Đá ác quỷ -40 ruby
[05:47:23 PM]  Mua Đá ác quỷ -40 ruby
[05:47:24 PM]  Mua Đá ác quỷ -40 ruby
[05:47:24 PM]  Mua Đá ác quỷ -40 ruby
[05:47:24 PM]  Mua Đá ác quỷ -40 ruby
[05:47:24 PM]  Mua Đá ác quỷ -40 ruby
[05:47:24 PM]  Mua Đá ác quỷ -40 ruby
[05:47:25 PM]  Mua Đá ác quỷ -40 ruby
[05:47:25 PM]  Mua Đá ác quỷ -40 ruby
[05:47:25 PM]  Mua Đá ác quỷ -40 ruby
[05:47:25 PM]  Mua Đá ác quỷ -40 ruby
[05:47:25 PM]  Mua Đá ác quỷ -40 ruby
[05:47:25 PM]  Mua Đá ác quỷ -40 ruby
[05:47:26 PM]  Mua Đá ác quỷ -40 ruby
[05:47:26 PM]  Mua Đá ác quỷ -40 ruby
[05:47:26 PM]  Mua Đá ác quỷ -40 ruby
[05:47:26 PM]  Mua Đá ác quỷ -40 ruby
[05:47:26 PM]  Mua Đá ác quỷ -40 ruby
[05:47:27 PM]  Mua Đá ác quỷ -40 ruby
[05:47:27 PM]  Mua Đá ác quỷ -40 ruby
[05:47:27 PM]  Mua Đá ác quỷ -40 ruby
[05:47:27 PM]  Mua Đá ác quỷ -40 ruby
[05:47:28 PM]  Mua Đá ác quỷ -40 ruby
[05:47:28 PM]  Mua Đá ác quỷ -40 ruby
[05:47:28 PM]  Mua Đá ác quỷ -40 ruby
[05:47:28 PM]  Mua Đá ác quỷ -40 ruby
[05:47:28 PM]  Mua Đá ác quỷ -40 ruby
[05:47:29 PM]  Mua Đá ác quỷ -40 ruby
[05:47:29 PM]  Mua Đá ác quỷ -40 ruby
[05:47:29 PM]  Mua Đá ác quỷ -40 ruby
[05:47:29 PM]  Mua Đá ác quỷ -40 ruby
[05:47:30 PM]  Mua Đá ác quỷ -40 ruby
[05:47:30 PM]  Mua Đá ác quỷ -40 ruby
[05:47:30 PM]  Mua Đá ác quỷ -40 ruby
[05:47:30 PM]  Mua Đá ác quỷ -40 ruby
[05:47:31 PM]  Mua Đá ác quỷ -40 ruby
[05:47:31 PM]  Mua Đá ác quỷ -40 ruby
[05:47:31 PM]  Mua Đá ác quỷ -40 ruby
[05:47:31 PM]  Mua Đá ác quỷ -40 ruby
[05:47:31 PM]  Mua Đá ác quỷ -40 ruby
[05:47:32 PM]  Mua Đá ác quỷ -40 ruby
[05:47:32 PM]  Mua Đá ác quỷ -40 ruby
[05:47:32 PM]  Mua Đá ác quỷ -40 ruby
[05:47:32 PM]  Mua Đá ác quỷ -40 ruby
[05:47:32 PM]  Mua Đá ác quỷ -40 ruby
[05:47:33 PM]  Mua Đá ác quỷ -40 ruby
[05:47:33 PM]  Mua Đá ác quỷ -40 ruby
[05:47:33 PM]  Mua Đá ác quỷ -40 ruby
[05:47:33 PM]  Mua Đá ác quỷ -40 ruby
[05:47:33 PM]  Mua Đá ác quỷ -40 ruby
[05:47:34 PM]  Mua Đá ác quỷ -40 ruby
[05:47:34 PM]  Mua Đá ác quỷ -40 ruby
[05:47:34 PM]  Mua Đá ác quỷ -40 ruby
[05:47:34 PM]  Mua Đá ác quỷ -40 ruby
[05:47:34 PM]  Mua Đá ác quỷ -40 ruby
[05:47:35 PM]  Mua Đá ác quỷ -40 ruby
[05:47:35 PM]  Mua Đá ác quỷ -40 ruby
[05:47:35 PM]  Mua Đá ác quỷ -40 ruby
[05:47:35 PM]  Mua Đá ác quỷ -40 ruby
[05:47:35 PM]  Mua Đá ác quỷ -40 ruby
[05:47:36 PM]  Mua Đá ác quỷ -40 ruby
[05:47:36 PM]  Mua Đá ác quỷ -40 ruby
[05:47:36 PM]  Mua Đá ác quỷ -40 ruby
[05:47:36 PM]  Mua Đá ác quỷ -40 ruby
[05:47:37 PM]  Mua Đá ác quỷ -40 ruby
[05:47:37 PM]  Mua Đá ác quỷ -40 ruby
[05:47:37 PM]  Mua Đá ác quỷ -40 ruby
[05:47:37 PM]  Mua Đá ác quỷ -40 ruby
[05:47:37 PM]  Mua Đá ác quỷ -40 ruby
[05:47:38 PM]  Mua Đá ác quỷ -40 ruby
[05:47:38 PM]  Mua Đá ác quỷ -40 ruby
[05:47:38 PM]  Mua Đá ác quỷ -40 ruby
[05:47:38 PM]  Mua Đá ác quỷ -40 ruby
[05:47:38 PM]  Mua Đá ác quỷ -40 ruby
[05:47:39 PM]  Mua Đá ác quỷ -40 ruby
[05:47:39 PM]  Mua Đá ác quỷ -40 ruby
[05:47:39 PM]  Mua Đá ác quỷ -40 ruby
[05:47:39 PM]  Mua Đá ác quỷ -40 ruby
[05:47:39 PM]  Mua Đá ác quỷ -40 ruby
[05:47:40 PM]  Mua Đá ác quỷ -40 ruby
[05:47:40 PM]  Mua Đá ác quỷ -40 ruby
[05:47:40 PM]  Mua Đá ác quỷ -40 ruby
[05:47:40 PM]  Mua Đá ác quỷ -40 ruby
[05:47:41 PM]  Mua Đá ác quỷ -40 ruby
[05:47:41 PM]  Mua Đá ác quỷ -40 ruby
[05:47:41 PM]  Mua Đá ác quỷ -40 ruby
[05:47:42 PM]  Mua Đá ác quỷ -40 ruby
[05:47:42 PM]  Mua Đá ác quỷ -40 ruby
[05:47:42 PM]  Mua Đá ác quỷ -40 ruby
[05:47:42 PM]  Mua Đá ác quỷ -40 ruby
[05:47:43 PM]  Mua Đá ác quỷ -40 ruby
[05:47:43 PM]  Mua Đá ác quỷ -40 ruby
[05:47:43 PM]  Mua Đá ác quỷ -40 ruby
[05:47:44 PM]  Mua Đá ác quỷ -40 ruby
[05:47:45 PM]  Mua Đá ác quỷ -10 ruby
[05:47:46 PM]  Mua Đá ác quỷ -10 ruby
[05:49:22 PM]  Logout : [Beri] 1.988.169.867 [Ruby] 1.999.930.000
[06:01:28 PM]  Login : [Beri] 1.988.169.867 [Ruby] 1.999.930.000
[06:13:38 PM]  Mua Súp baratie -1600 beri
[06:13:38 PM]  Mua Súp baratie -1600 beri
[06:13:38 PM]  Mua Súp baratie -1600 beri
[06:13:38 PM]  Mua Súp baratie -1600 beri
[06:13:39 PM]  Mua Súp baratie -1600 beri
[06:13:39 PM]  Mua Súp baratie -1600 beri
[06:13:39 PM]  Mua Súp baratie -1600 beri
[06:13:39 PM]  Mua Súp baratie -1600 beri
[06:13:39 PM]  Mua Súp baratie -1600 beri
[06:13:40 PM]  Mua Súp baratie -1600 beri
[06:13:40 PM]  Mua Súp baratie -1600 beri
[06:13:42 PM]  Mua Súp baratie -1600 beri
[06:13:42 PM]  Mua Súp baratie -1600 beri
[06:13:42 PM]  Mua Súp baratie -1600 beri
[06:13:42 PM]  Mua Súp baratie -1600 beri
[06:13:42 PM]  Mua Súp baratie -1600 beri
[06:13:42 PM]  Mua Súp baratie -1600 beri
[06:13:43 PM]  Mua Súp baratie -1600 beri
[06:13:43 PM]  Mua Súp baratie -1600 beri
[06:13:43 PM]  Mua Súp baratie -1600 beri
[06:13:43 PM]  Mua Súp baratie -1600 beri
[06:13:43 PM]  Mua Súp baratie -1600 beri
[06:13:44 PM]  Mua Súp baratie -1600 beri
[06:13:44 PM]  Mua Súp baratie -1600 beri
[06:13:44 PM]  Mua Súp baratie -1600 beri
[06:13:44 PM]  Mua Súp baratie -1600 beri
[06:13:44 PM]  Mua Súp baratie -1600 beri
[06:13:44 PM]  Mua Súp baratie -1600 beri
[06:13:45 PM]  Mua Súp baratie -1600 beri
[06:13:45 PM]  Mua Súp baratie -1600 beri
[06:13:45 PM]  Mua Súp baratie -1600 beri
[06:13:45 PM]  Mua Súp baratie -1600 beri
[06:13:46 PM]  Mua Súp baratie -1600 beri
[06:13:46 PM]  Mua Súp baratie -1600 beri
[06:13:46 PM]  Mua Súp baratie -1600 beri
[06:13:46 PM]  Mua Súp baratie -1600 beri
[06:13:46 PM]  Mua Súp baratie -1600 beri
[06:13:46 PM]  Mua Súp baratie -1600 beri
[06:13:47 PM]  Mua Súp baratie -1600 beri
[06:13:47 PM]  Mua Súp baratie -1600 beri
[06:13:47 PM]  Mua Súp baratie -1600 beri
[06:13:47 PM]  Mua Súp baratie -1600 beri
[06:13:47 PM]  Mua Súp baratie -1600 beri
[06:13:48 PM]  Mua Súp baratie -1600 beri
[06:13:48 PM]  Mua Súp baratie -1600 beri
[06:13:48 PM]  Mua Súp baratie -1600 beri
[06:13:48 PM]  Mua Súp baratie -1600 beri
[06:13:48 PM]  Mua Súp baratie -1600 beri
[06:13:52 PM]  Mua Súp baratie -1600 beri
[06:13:52 PM]  Mua Súp baratie -1600 beri
[06:13:52 PM]  Mua Súp baratie -1600 beri
[06:13:53 PM]  Mua Súp baratie -1600 beri
[06:13:53 PM]  Mua Súp baratie -1600 beri
[06:13:53 PM]  Mua Súp baratie -1600 beri
[06:13:53 PM]  Mua Súp baratie -1600 beri
[06:13:53 PM]  Mua Súp baratie -1600 beri
[06:13:53 PM]  Mua Súp baratie -1600 beri
[06:13:54 PM]  Mua Súp baratie -1600 beri
[06:13:54 PM]  Mua Súp baratie -1600 beri
[06:13:54 PM]  Mua Súp baratie -1600 beri
[06:13:54 PM]  Mua Súp baratie -1600 beri
[06:13:54 PM]  Mua Súp baratie -1600 beri
[06:13:55 PM]  Mua Súp baratie -1600 beri
[06:13:55 PM]  Mua Súp baratie -1600 beri
[06:13:55 PM]  Mua Súp baratie -1600 beri
[06:13:55 PM]  Mua Súp baratie -1600 beri
[06:13:55 PM]  Mua Súp baratie -1600 beri
[06:13:56 PM]  Mua Súp baratie -1600 beri
[06:13:56 PM]  Mua Súp baratie -1600 beri
[06:13:59 PM]  Mua Súp baratie -1600 beri
[06:13:59 PM]  Mua Súp baratie -1600 beri
[06:14:00 PM]  Mua Súp baratie -1600 beri
[06:14:01 PM]  Mua Súp baratie -1600 beri
[06:14:02 PM]  Mua Súp baratie -1600 beri
[06:14:03 PM]  Mua Súp baratie -1600 beri
[06:14:09 PM]  Mua Súp baratie -1600 beri
[06:14:09 PM]  Mua Súp baratie -1600 beri
[06:14:09 PM]  Mua Súp baratie -1600 beri
[06:14:09 PM]  Mua Súp baratie -1600 beri
[06:14:09 PM]  Mua Súp baratie -1600 beri
[06:14:10 PM]  Mua Súp baratie -1600 beri
[06:14:10 PM]  Mua Súp baratie -1600 beri
[06:14:10 PM]  Mua Súp baratie -1600 beri
[06:14:10 PM]  Mua Súp baratie -1600 beri
[06:14:10 PM]  Mua Súp baratie -1600 beri
[06:14:10 PM]  Mua Súp baratie -1600 beri
[06:14:11 PM]  Mua Súp baratie -1600 beri
[06:14:11 PM]  Mua Súp baratie -1600 beri
[06:14:11 PM]  Mua Súp baratie -1600 beri
[06:14:11 PM]  Mua Súp baratie -1600 beri
[06:14:11 PM]  Mua Súp baratie -1600 beri
[06:14:12 PM]  Mua Súp baratie -1600 beri
[06:14:12 PM]  Mua Súp baratie -1600 beri
[06:14:12 PM]  Mua Súp baratie -1600 beri
[06:14:12 PM]  Mua Súp baratie -1600 beri
[06:14:12 PM]  Mua Súp baratie -1600 beri
[06:14:13 PM]  Mua Súp baratie -1600 beri
[06:14:13 PM]  Mua Súp baratie -1600 beri
[06:14:13 PM]  Mua Súp baratie -1600 beri
[06:14:13 PM]  Mua Súp baratie -1600 beri
[06:14:13 PM]  Mua Súp baratie -1600 beri
[06:14:14 PM]  Mua Súp baratie -1600 beri
[06:14:14 PM]  Mua Súp baratie -1600 beri
[06:14:17 PM]  Mua Súp baratie -1600 beri
[06:14:17 PM]  Mua Súp baratie -1600 beri
[06:14:19 PM]  Mua Súp baratie -1600 beri
[06:14:22 PM]  Mua Súp baratie -80 beri
[06:14:22 PM]  Mua Súp baratie -80 beri
[06:14:23 PM]  Mua Súp baratie -80 beri
[06:14:37 PM]  Mua Quả Conache -0 beri
[06:14:37 PM]  Mua Quả Conache -0 beri
[06:14:38 PM]  Mua Quả Conache -0 beri
[06:14:38 PM]  Mua Quả Conache -0 beri
[06:14:38 PM]  Mua Quả Conache -0 beri
[06:14:38 PM]  Mua Quả Conache -0 beri
[06:14:38 PM]  Mua Quả Conache -0 beri
[06:14:39 PM]  Mua Quả Conache -0 beri
[06:14:39 PM]  Mua Quả Conache -0 beri
[06:14:39 PM]  Mua Quả Conache -0 beri
[06:14:39 PM]  Mua Quả Conache -0 beri
[06:14:39 PM]  Mua Quả Conache -0 beri
[06:14:40 PM]  Mua Quả Conache -0 beri
[06:14:40 PM]  Mua Quả Conache -0 beri
[06:14:40 PM]  Mua Quả Conache -0 beri
[06:14:40 PM]  Mua Quả Conache -0 beri
[06:14:40 PM]  Mua Quả Conache -0 beri
[06:14:41 PM]  Mua Quả Conache -0 beri
[06:14:41 PM]  Mua Quả Conache -0 beri
[06:14:41 PM]  Mua Quả Conache -0 beri
[06:14:41 PM]  Mua Quả Conache -0 beri
[06:14:41 PM]  Mua Quả Conache -0 beri
[06:14:42 PM]  Mua Quả Conache -0 beri
[06:14:42 PM]  Mua Quả Conache -0 beri
[06:14:42 PM]  Mua Quả Conache -0 beri
[06:14:42 PM]  Mua Quả Conache -0 beri
[06:14:42 PM]  Mua Quả Conache -0 beri
[06:14:42 PM]  Mua Quả Conache -0 beri
[06:14:43 PM]  Mua Quả Conache -0 beri
[06:14:43 PM]  Mua Quả Conache -0 beri
[06:14:43 PM]  Mua Quả Conache -0 beri
[06:14:43 PM]  Mua Quả Conache -0 beri
[06:14:43 PM]  Mua Quả Conache -0 beri
[06:14:44 PM]  Mua Quả Conache -0 beri
[06:14:44 PM]  Mua Quả Conache -0 beri
[06:14:44 PM]  Mua Quả Conache -0 beri
[06:14:44 PM]  Mua Quả Conache -0 beri
[06:14:44 PM]  Mua Quả Conache -0 beri
[06:14:45 PM]  Mua Quả Conache -0 beri
[06:14:45 PM]  Mua Quả Conache -0 beri
[06:14:45 PM]  Mua Quả Conache -0 beri
[06:14:45 PM]  Mua Quả Conache -0 beri
[06:14:45 PM]  Mua Quả Conache -0 beri
[06:14:46 PM]  Mua Quả Conache -0 beri
[06:14:46 PM]  Mua Quả Conache -0 beri
[06:14:46 PM]  Mua Quả Conache -0 beri
[06:14:46 PM]  Mua Quả Conache -0 beri
[06:14:46 PM]  Mua Quả Conache -0 beri
[06:14:47 PM]  Mua Quả Conache -0 beri
[06:14:47 PM]  Mua Quả Conache -0 beri
[06:14:47 PM]  Mua Quả Conache -0 beri
[06:14:47 PM]  Mua Quả Conache -0 beri
[06:14:47 PM]  Mua Quả Conache -0 beri
[06:14:48 PM]  Mua Quả Conache -0 beri
[06:14:48 PM]  Mua Quả Conache -0 beri
[06:14:48 PM]  Mua Quả Conache -0 beri
[06:14:48 PM]  Mua Quả Conache -0 beri
[06:14:48 PM]  Mua Quả Conache -0 beri
[06:14:49 PM]  Mua Quả Conache -0 beri
[06:14:49 PM]  Mua Quả Conache -0 beri
[06:14:49 PM]  Mua Quả Conache -0 beri
[06:14:49 PM]  Mua Quả Conache -0 beri
[06:14:49 PM]  Mua Quả Conache -0 beri
[06:14:50 PM]  Mua Quả Conache -0 beri
[06:14:50 PM]  Mua Quả Conache -0 beri
[06:14:50 PM]  Mua Quả Conache -0 beri
[06:14:50 PM]  Mua Quả Conache -0 beri
[06:14:50 PM]  Mua Quả Conache -0 beri
[06:14:51 PM]  Mua Quả Conache -0 beri
[06:14:51 PM]  Mua Quả Conache -0 beri
[06:14:51 PM]  Mua Quả Conache -0 beri
[06:14:51 PM]  Mua Quả Conache -0 beri
[06:14:52 PM]  Mua Quả Conache -0 beri
[06:14:52 PM]  Mua Quả Conache -0 beri
[06:14:52 PM]  Mua Quả Conache -0 beri
[06:14:52 PM]  Mua Quả Conache -0 beri
[06:14:52 PM]  Mua Quả Conache -0 beri
[06:14:53 PM]  Mua Quả Conache -0 beri
[06:14:53 PM]  Mua Quả Conache -0 beri
[06:14:53 PM]  Mua Quả Conache -0 beri
[06:14:53 PM]  Mua Quả Conache -0 beri
[06:14:53 PM]  Mua Quả Conache -0 beri
[06:14:54 PM]  Mua Quả Conache -0 beri
[06:14:54 PM]  Mua Quả Conache -0 beri
[06:14:54 PM]  Mua Quả Conache -0 beri
[06:14:54 PM]  Mua Quả Conache -0 beri
[06:14:54 PM]  Mua Quả Conache -0 beri
[06:14:55 PM]  Mua Quả Conache -0 beri
[06:14:55 PM]  Mua Quả Conache -0 beri
[06:14:55 PM]  Mua Quả Conache -0 beri
[06:14:55 PM]  Mua Quả Conache -0 beri
[06:14:55 PM]  Mua Quả Conache -0 beri
[06:14:56 PM]  Mua Quả Conache -0 beri
[06:14:56 PM]  Mua Quả Conache -0 beri
[06:14:56 PM]  Mua Quả Conache -0 beri
[06:14:56 PM]  Mua Quả Conache -0 beri
[06:14:56 PM]  Mua Quả Conache -0 beri
[06:14:57 PM]  Mua Quả Conache -0 beri
[06:14:57 PM]  Mua Quả Conache -0 beri
[06:14:57 PM]  Mua Quả Conache -0 beri
[06:14:57 PM]  Mua Quả Conache -0 beri
[06:14:58 PM]  Mua Quả Conache -0 beri
[06:14:58 PM]  Mua Quả Conache -0 beri
[06:14:58 PM]  Mua Quả Conache -0 beri
[06:14:58 PM]  Mua Quả Conache -0 beri
[06:14:58 PM]  Mua Quả Conache -0 beri
[06:14:59 PM]  Mua Quả Conache -0 beri
[06:14:59 PM]  Mua Quả Conache -0 beri
[06:14:59 PM]  Mua Quả Conache -0 beri
[06:14:59 PM]  Mua Quả Conache -0 beri
[06:14:59 PM]  Mua Quả Conache -0 beri
[06:15:00 PM]  Mua Quả Conache -0 beri
[06:15:00 PM]  Mua Quả Conache -0 beri
[06:15:07 PM]  Mua Quả Conache -0 beri
[06:17:35 PM]  Mua Bột cường hóa -20 ruby
[06:17:35 PM]  Mua Bột cường hóa -20 ruby
[06:17:36 PM]  Mua Bột cường hóa -20 ruby
[06:17:36 PM]  Mua Bột cường hóa -20 ruby
[06:17:36 PM]  Mua Bột cường hóa -20 ruby
[06:17:36 PM]  Mua Bột cường hóa -20 ruby
[06:17:36 PM]  Mua Bột cường hóa -20 ruby
[06:17:36 PM]  Mua Bột cường hóa -20 ruby
[06:17:36 PM]  Mua Bột cường hóa -20 ruby
[06:17:37 PM]  Mua Bột cường hóa -20 ruby
[06:17:37 PM]  Mua Bột cường hóa -20 ruby
[06:17:37 PM]  Mua Bột cường hóa -20 ruby
[06:17:38 PM]  Mua Bột cường hóa -20 ruby
[06:17:38 PM]  Mua Bột cường hóa -20 ruby
[06:17:38 PM]  Mua Bột cường hóa -20 ruby
[06:17:38 PM]  Mua Bột cường hóa -20 ruby
[06:17:38 PM]  Mua Bột cường hóa -20 ruby
[06:17:41 PM]  Mua Bột vàng -40 ruby
[06:17:41 PM]  Mua Bột vàng -40 ruby
[06:17:41 PM]  Mua Bột vàng -40 ruby
[06:17:42 PM]  Mua Bột vàng -40 ruby
[06:17:42 PM]  Mua Bột vàng -40 ruby
[06:17:42 PM]  Mua Bột vàng -40 ruby
[06:17:42 PM]  Mua Bột vàng -40 ruby
[06:17:42 PM]  Mua Bột vàng -40 ruby
[06:17:42 PM]  Mua Bột vàng -40 ruby
[06:17:43 PM]  Mua Bột vàng -40 ruby
[06:17:43 PM]  Mua Bột vàng -40 ruby
[06:17:43 PM]  Mua Bột vàng -40 ruby
[06:17:43 PM]  Mua Bột vàng -40 ruby
[06:17:55 PM]  Mua Bột than -10000 beri
[06:17:55 PM]  Mua Bột than -10000 beri
[06:17:55 PM]  Mua Bột than -10000 beri
[06:17:55 PM]  Mua Bột than -10000 beri
[06:17:56 PM]  Mua Bột than -10000 beri
[06:17:56 PM]  Mua Bột than -10000 beri
[06:17:56 PM]  Mua Bột than -10000 beri
[06:17:56 PM]  Mua Bột than -10000 beri
[06:17:56 PM]  Mua Bột than -10000 beri
[06:17:57 PM]  Mua Bột than -10000 beri
[06:17:57 PM]  Mua Bột than -10000 beri
[06:17:57 PM]  Mua Bột than -10000 beri
[06:17:57 PM]  Mua Bột than -10000 beri
[06:17:57 PM]  Mua Bột than -10000 beri
[06:17:57 PM]  Mua Bột than -10000 beri
[06:17:58 PM]  Mua Bột than -10000 beri
[06:17:58 PM]  Mua Bột than -10000 beri
[06:17:58 PM]  Mua Bột than -10000 beri
[06:17:59 PM]  Mua Bột than -10000 beri
[06:18:00 PM]  Mua Bột than -10000 beri
[06:18:06 PM]  Cường hóa item Dial 1 -3000 beri
[06:18:07 PM]  Cường hóa item Dial 1 -3000 beri
[06:18:09 PM]  Cường hóa item Dial 1 -4000 beri
[06:18:10 PM]  Cường hóa item Dial 1 -4000 beri
[06:18:12 PM]  Cường hóa item Dial 1 -4000 beri
[06:18:14 PM]  Cường hóa item Dial 1 -6000 beri
[06:18:15 PM]  Cường hóa item Dial 1 -6000 beri
[06:18:17 PM]  Cường hóa item Dial 1 -6000 beri
[06:18:19 PM]  Cường hóa item Dial 1 -8000 beri
[06:18:20 PM]  Cường hóa item Dial 1 -10000 beri
[06:18:39 PM]  Mua Bột cường hóa -20 ruby
[06:18:40 PM]  Mua Bột cường hóa -20 ruby
[06:18:40 PM]  Mua Bột cường hóa -20 ruby
[06:18:40 PM]  Mua Bột cường hóa -20 ruby
[06:18:41 PM]  Mua Bột cường hóa -20 ruby
[06:19:23 PM]  Đục lỗ Dial 1 -50 ruby
[06:19:29 PM]  Đục lỗ Dial 1 -100 ruby
[06:19:32 PM]  Đục lỗ Dial 1 -150 ruby
[06:19:33 PM]  Đục lỗ Dial 1 -200 ruby
[06:19:35 PM]  Đục lỗ Dial 1 -250 ruby
[06:19:37 PM]  Đục lỗ Dial 1 -300 ruby
[06:19:38 PM]  Đục lỗ Dial 1 -350 ruby
[06:22:57 PM]  Cường hóa item Dial 1 -3000 beri
[06:22:59 PM]  Cường hóa item Dial 1 -3000 beri
[06:23:02 PM]  Cường hóa item Dial 1 -4000 beri
[06:23:03 PM]  Cường hóa item Dial 1 -4000 beri
[06:23:05 PM]  Cường hóa item Dial 1 -4000 beri
[06:23:06 PM]  Cường hóa item Dial 1 -6000 beri
[06:23:08 PM]  Cường hóa item Dial 1 -6000 beri
[06:23:10 PM]  Cường hóa item Dial 1 -6000 beri
[06:23:12 PM]  Cường hóa item Dial 1 -8000 beri
[06:23:13 PM]  Cường hóa item Dial 1 -10000 beri
[06:23:20 PM]  Mua Bột vàng -40 ruby
[06:23:20 PM]  Mua Bột vàng -40 ruby
[06:23:20 PM]  Mua Bột vàng -40 ruby
[06:23:20 PM]  Mua Bột vàng -40 ruby
[06:23:20 PM]  Mua Bột vàng -40 ruby
[06:23:21 PM]  Mua Bột vàng -40 ruby
[06:23:21 PM]  Mua Bột vàng -40 ruby
[06:23:21 PM]  Mua Bột vàng -40 ruby
[06:23:22 PM]  Mua Bột vàng -10 ruby
[06:23:23 PM]  Mua Bột vàng -10 ruby
[06:28:55 PM]  Nhặt +3213 beri
[06:28:57 PM]  Nhặt +3264 beri
[06:28:57 PM]  Nhặt +4335 beri
[06:29:00 PM]  Nhặt +3060 beri
[06:29:04 PM]  Nhặt +3519 beri
[06:29:05 PM]  Nhặt +9568 beri
[06:29:06 PM]  Nhặt +2244 beri
[06:29:06 PM]  Nhặt +9894 beri
[06:29:07 PM]  Nhặt +8313 beri
[06:29:28 PM]  Nhặt +7599 beri
[06:29:28 PM]  Nhặt +6273 beri
[06:29:29 PM]  Nhặt +7956 beri
[06:29:32 PM]  Nhặt +7803 beri
[06:29:34 PM]  Nhặt +8058 beri
[06:29:34 PM]  Nhặt +7089 beri
[06:29:36 PM]  Nhặt +10047 beri
[06:29:38 PM]  Nhặt +7650 beri
[06:29:39 PM]  Nhặt +1581 beri
[06:29:40 PM]  Nhặt +9639 beri
[06:29:40 PM]  Nhặt +9282 beri
[06:29:42 PM]  Nhặt +2448 beri
[06:29:43 PM]  Nhặt +2040 beri
[06:29:47 PM]  Nhặt +5406 beri
[06:29:47 PM]  Nhặt +3009 beri
[06:29:48 PM]  Nhặt +9384 beri
[06:29:50 PM]  Nhặt +5508 beri
[06:29:51 PM]  Nhặt +612 beri
[06:29:53 PM]  Nhặt +7497 beri
[06:29:54 PM]  Nhặt +3825 beri
[06:29:54 PM]  Nhặt +4233 beri
[06:29:55 PM]  Nhặt +5355 beri
[06:29:56 PM]  Nhặt +2550 beri
[06:29:58 PM]  Nhặt +5967 beri
[06:29:59 PM]  Nhặt +3825 beri
[06:30:00 PM]  Nhặt +7650 beri
[06:30:01 PM]  Nhặt +8211 beri
[06:30:02 PM]  Nhặt +2244 beri
[06:30:04 PM]  Nhặt +7089 beri
[06:30:05 PM]  Nhặt +4998 beri
[06:30:09 PM]  Nhặt +5100 beri
[06:30:10 PM]  Nhặt +4743 beri
[06:30:11 PM]  Nhặt +7956 beri
[06:30:12 PM]  Nhặt +8007 beri
[06:30:13 PM]  Nhặt +4794 beri
[06:30:13 PM]  Nhặt +9880 beri
[06:30:14 PM]  Nhặt +459 beri
[06:30:15 PM]  Nhặt +3825 beri
[06:30:16 PM]  Nhặt +3570 beri
[06:30:18 PM]  Nhặt +3825 beri
[06:30:19 PM]  Nhặt +5406 beri
[06:30:19 PM]  Nhặt +7599 beri
[06:30:20 PM]  Nhặt +8008 beri
[06:30:21 PM]  Nhặt +714 beri
[06:30:25 PM]  Nhặt +8925 beri
[06:30:25 PM]  Nhặt +4472 beri
[06:30:26 PM]  Nhặt +6120 beri
[06:30:27 PM]  Nhặt +8424 beri
[06:30:29 PM]  Nhặt +9996 beri
[06:30:30 PM]  Nhặt +1683 beri
[06:30:31 PM]  Nhặt +459 beri
[06:30:32 PM]  Nhặt +5457 beri
[06:30:33 PM]  Nhặt +8823 beri
[06:30:34 PM]  Nhặt +416 beri
[06:30:35 PM]  Nhặt +3315 beri
[06:30:36 PM]  Nhặt +10047 beri
[06:30:37 PM]  Nhặt +3264 beri
[06:30:38 PM]  Nhặt +5200 beri
[06:30:40 PM]  Nhặt +5304 beri
[06:30:40 PM]  Nhặt +969 beri
[06:30:41 PM]  Nhặt +3060 beri
[06:30:42 PM]  Nhặt +102 beri
[06:30:43 PM]  Nhặt +9690 beri
[06:31:14 PM]  Nhặt +5964 beri
[06:31:16 PM]  Nhặt +6248 beri
[06:31:17 PM]  Nhặt +5183 beri
[06:31:18 PM]  Nhặt +5680 beri
[06:31:19 PM]  Nhặt +2130 beri
[06:31:20 PM]  Nhặt +7668 beri
[06:31:21 PM]  Nhặt +11218 beri
[06:31:22 PM]  Nhặt +11076 beri
[06:31:25 PM]  Nhặt +1562 beri
[06:31:26 PM]  Nhặt +2272 beri
[06:31:27 PM]  Nhặt +8591 beri
[06:31:28 PM]  Nhặt +13561 beri
[06:31:30 PM]  Nhặt +3834 beri
[06:31:31 PM]  Nhặt +9017 beri
[06:31:32 PM]  Nhặt +144 beri
[06:31:34 PM]  Nhặt +9940 beri
[06:31:35 PM]  Nhặt +355 beri
[06:31:36 PM]  Nhặt +4331 beri
[06:31:37 PM]  Nhặt +11431 beri
[06:31:41 PM]  Nhặt +11005 beri
[06:31:42 PM]  Nhặt +12638 beri
[06:31:42 PM]  Nhặt +1988 beri
[06:31:44 PM]  Nhặt +1988 beri
[06:31:45 PM]  Nhặt +4047 beri
[06:31:46 PM]  Nhặt +9869 beri
[06:31:47 PM]  Nhặt +1491 beri
